price,price,price
mean,min,max
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,16.0,20.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,12.0,24.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,15.0,21.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,17.0,19.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,16.0,20.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,13.0,27.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,12.0,24.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,12.0,28.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,14.0,25.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,17.0,19.0
18.0,18.0,18.0
18.0,15.0,19.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,16.0,20.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.0,18.0,18.0
18.142857142857142,9.0,28.0
18.166666666666668,12.0,24.0
18.25,18.0,19.0
18.25,13.0,20.0
18.25,15.0,20.0
18.25,15.0,22.0
18.25,15.0,20.0
18.307692307692307,15.0,25.0
18.333333333333332,9.0,35.0
18.333333333333332,13.0,27.0
18.333333333333332,13.0,20.0
18.4,18.0,20.0
18.4,11.0,35.0
18.5,18.0,19.0
18.5,18.0,19.0
18.5,18.0,19.0
18.5,18.0,19.0
18.5,17.0,20.0
18.5,18.0,19.0
18.5,13.0,24.0
18.5,18.0,19.0
18.5,18.0,19.0
18.5,11.0,36.0
18.5,17.0,20.0
18.5,14.0,23.0
18.5,18.0,19.0
18.5,18.0,19.0
18.5,18.0,19.0
18.5,18.0,19.0
18.5,12.0,25.0
18.5,14.0,30.0
18.5,18.0,19.0
18.5,18.0,19.0
18.5,15.0,20.0
18.5,18.0,19.0
18.5,18.0,19.0
18.5,17.0,20.0
18.5,15.0,22.0
18.5,17.0,20.0
18.5,18.0,19.0
18.5,18.0,19.0
18.5,12.0,25.0
18.5,18.0,19.0
18.5,13.0,33.0
18.6,16.0,23.0
18.615384615384617,11.0,30.0
18.666666666666668,13.0,23.0
18.666666666666668,13.0,23.0
18.666666666666668,7.0,32.0
18.666666666666668,7.0,34.0
18.714285714285715,14.0,30.0
18.727272727272727,9.0,45.0
18.8,14.0,35.0
18.90909090909091,7.0,36.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,18.0,22.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,18.0,20.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,18.0,20.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,13.0,28.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,16.0,22.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,18.0,20.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,18.0,20.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,16.0,22.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,16.0,22.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,18.0,20.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,18.0,20.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,18.0,20.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,16.0,22.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,14.0,24.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,11.0,35.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,18.0,20.0
19.0,18.0,20.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,17.0,22.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,9.0,28.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,18.0,20.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,18.0,20.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,18.0,20.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,18.0,20.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,18.0,20.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,18.0,20.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,13.0,24.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.0,19.0,19.0
19.09090909090909,15.0,28.0
19.142857142857142,15.0,26.0
19.15,9.0,59.0
19.214285714285715,12.0,25.0
19.25,15.0,23.0
19.333333333333332,18.0,20.0
19.333333333333332,19.0,20.0
19.333333333333332,13.0,35.0
19.333333333333332,19.0,20.0
19.333333333333332,17.0,24.0
19.333333333333332,15.0,23.0
19.333333333333332,19.0,20.0
19.357142857142858,7.0,44.0
19.375,12.0,39.0
19.4,12.0,35.0
19.4,16.0,25.0
19.5,15.0,24.0
19.5,14.0,25.0
19.5,19.0,20.0
19.5,19.0,20.0
19.5,15.0,24.0
19.5,17.0,22.0
19.5,19.0,20.0
19.5,19.0,20.0
19.5,16.0,33.0
19.5,18.0,21.0
19.5,17.0,22.0
19.5,19.0,20.0
19.5,19.0,20.0
19.5,19.0,20.0
19.5,19.0,20.0
19.5,16.0,23.0
19.5,19.0,20.0
19.5,19.0,20.0
19.5,15.0,24.0
19.5,13.0,31.0
19.571428571428573,18.0,20.0
19.6,17.0,22.0
19.63157894736842,12.0,30.0
19.666666666666668,19.0,20.0
19.666666666666668,17.0,21.0
19.666666666666668,10.0,25.0
19.666666666666668,19.0,20.0
19.733333333333334,11.0,33.0
19.75,13.0,24.0
19.818181818181817,12.0,30.0
19.875,17.0,25.0
19.875,10.0,28.0
19.88888888888889,13.0,57.0
19.923076923076923,13.0,35.0
19.928571428571427,14.0,25.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,18.0,22.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
20.0,20.0,20.0
